#Strain	Comment
MN1308SP	Minnesota Agricultural Experiment Station, PVP 9900174
MN1701CN	Minnesota Agricultural Experiment Station, PVP 200000145
MO 304-21	CV-528
MO HI OLEIC	Composite of 11 lines from the cross
MO50321	Presumably Monsanto event MON40-3-2 
MON RR	Monsanto MON88978 event
MON RR2Y	MON RR soybean
MON87705	Selected from PI 71608; Jiangsu, Cn 1927
Monroe	Selection from Manchu
Montreal Manchu	PVP 200300169
Morgan	Selection from Virginia
Morsoy	South Carolina Agricultural Experiment Station, PVP 9800254
Motte	Introduction; from PI 70.218-2, similar to Patoka
MP02052-11	G. Graef, Male-sterile intermated population
MSBP1	G. Graef, Male-sterile intermated population, ms2
MSBP2	G. Graef, Male-sterile intermated population
MSBP3F6	G. Graef, Male-sterile intermated population
MSBP6S4	G. Graef, Male-sterile intermated population
MSC10-578025	MSPBS4 is a male-sterile facilitated, random mating population
MTCPR94-5157	Selection from PI 50523
Mukden	Selection from Mukden
Mukden No.4	PVP 9700396 
Musen	The Curators of the University of Missouri, PVP 9600320
N-STPR14-549	Selection from Herman
N01-10974	SLOW WILT; 25% PI 416937
N01-11491	SLOW WILT; 25% PI 416937
N01-11771	SLOW WILT; 25% PI 416937
N02-219	HIgh Oil
N02-70	mod. Race 2 SCN resist
N02-7084	50% Bicentennial, which is Group 00
N02-7738	50% Lambert, which is Group 0
N02-8760	Diversity 25% Suzuyataka
N03-12249	50% Archer, which is Group I
N03287	Low Phytate, GP-435
N04-05N41	NDSU Research Foundation, PVP 201100097
N04-10327	12.5% PI 416937,12.5% Suzuyataka, 25% Nakasennari
N04-8803	25% Enrei, 12.5% PI 416937, 12.5% Nakasennari
N04-8826	12.5% PI 416937, 25% Suzuyataka, 12.5% Nakasennari
N04-8830	25% Tanbaguro, 12.5% Suzuyataka, 12.5% Nakasennari
N04-8866	25% Tanbaguro, 25% Suzuyataka
N04-8884	Diversity 50% PI 416937
N04-8947	Slow Wilt
N04-9649	Diversity 12.5%
N05-196	25% PI 416937
N05-316	37.5% Suzuyataka, 12.5% Nakasennari
N05-7085	Diversity 50% PI 416937
N05-7260	25% PI 416937, 25% PI 471938
N05-7281	Drought
N05-7353	Drought
N05-7380	Diversity,Drought 12.5%
N05-741	Drought
N06-06	Diversity  12.5% Nakasennari
N06-10011	Diversity  12.5% Nakasennari
N06-10035	Diversity
N06-10053	Diversity
N06-10059	DIV (25% exotic pedigree)
N06-10074	DIV (25% exotic pedigree) Drought
N06-10194	DIV (25% exotic pedigree)
N06-10237	F4, Conv., Diversity, 12.5% exotic
N06-6	Slow Wilt
N06-7023	Slow Wilt
N06-7124	Slow Wilt 471938 (25%) & 416 937 (25%)
N06-7187	Diversity
N06-7280	Diversity 416937
N06-7535	12.5% PI 416937
N07-14221	(25% exotic pedigree), (480 AKA PI407948)
N07-14313	(25% exotic pedigree), (from LG93-8169)
N07-14443	DIV (25% exotic pedigree)
N07-14704	F4, Conv., Diversity-Protein, 25% exotic
N07-14718	Diversity
N07-14730	DIV (25% exotic pedigree)
N07-14793	Diversity x 50% PI 399045
N07-15444	Diversity x 50% PI 221717
N07-15769	SCN
N07-16202	SCN
N07-8059	F4, Conv.
N08-148	F4, Conv., Yield
N08-93	50% Blue Side
N09-12441	50% Misuzu Daizu and 12.5% PI 416937
N09-12854	50% PI399044-BB
N09-12980	Diversity
N09-13128	50% PI 508294
N09-13257	DIV (50% exotic pedigree)
N09-13317	DIV (50% exotic pedigree)
N09-13325	Diversity x 25% Tokyo
N09-13534	DIV (25% exotic pedigree)
N09-13565	DIV
N09-13663	12.5% PI 416937
N09-13690	F4, Conv., Drought, 37.5% exotic
N09-13890	DROUGHT x 25% PI 471938
N09-175	F4, Conv.
N09-9	F4, Conv., Diversity, 25% exotic
N10-1501	F4, Conv., Diversity, 25% exotic
N10-687	F4, Conv., Diversity, 25% exotic
N10-711	50% PI 398833
N10-7121	50% PI 398976
N10-7143	F4, Conv., Diversity, 50% exotic
N10-7187	50% PI 408337
N10-7365	DROUGHT x 25% PI 471938
N10-7412	F4, Conv., Diversity, 12.5% exotic
N10-764	F4, Conv., Diversity, 12.5% exotic
N10-792	F4, Conv., Drought-Protein, 12.5% exotic
N11-10295	F4, Conv., Diversity, 50% exotic
N11-11924	F4, Conv., Diversity, 50% exotic
N11-12528	F4, Conv.
N11-339	F4, Conv., Yield
N11-340	F4, Conv., Yield
N11-411	F4, Conv., Midwestern pedigree
N11-7060	F4, Conv., Midwestern pedigree
N11-7089	Diversity x 50% Midwestern pedigree
N11-7090	Diversity x 50% Midwestern pedigree
N11-7477	F4, Conv., Upper midwestern pedigree, 50% exotic
N11-8488	F4, Conv., Diversity, 50% exotic
N11-8526	Reselection from 5601T
N11-9263	F4, Conv., High Protein or Oil
N11-9298	F4, Conv., Diversity, 25% exotic
N14-8522	Conv., Diversity
N35-2-19	Rogue selection from Nanking
N41-90	Selection from Arksoy
N45-2885	Parentage conflict
N47-3332	Selection from N46-2872
N47-3470	Selection from N46-2881
N51-2186	Sub-line of N48-1867
N51-3185	Selection from Jackson
N60-6407	eg No. GP-396, PI 674170
N6001	GP-397
N6201	25% Nakasennari
N64-2423	CV-95
N70-3037	PVP 200100221
N7002	resistant to all field races of SCN
N7101	USDA-Agricultural Research Service, PVP 200100286
N7102	Lodging resistant
N78-2117-3	5th cycle population of PI 90406, PI92567, N69-2774
N78-2245	N69-2774 - ms maintianer line
N79-2077	Selection from N79-2077
N8001	Conv.
N81-320	CV-498
N83-375	Selection from population RS4- cycle1
N85-492	Sib of Holladay
N87-298	PVP 9700102
N88-431	Selection from a random mating population of Arksoy, Ogden, Lee, Roanoke, Jackson, D60-8107 and N69-2774
N90-541	Released as N7001
N90-845	Selection from NRS5Y
N91-1639	Selection from NRS5Y
N91-207	Selection from NRS5Y
N97-10074	Hi oleic acid selection from NC line.
N98-4445	GP-313
N98-74	Selection from PI 407948
NA91-501002	Introduction; Japan ca. 1993
Nagyszemu Feher	Funk Seeds International, Inc., PVP 7600073
Nairn	Introduced from Japan
Namredo	Shariin 1932, selection from PI 95727
Nangun Takedate	Introduction; Introduced from Jiangsu, CN
Nanking	Nanking, Cn
Nanksoy	NDSU Research Foundation, PVP 200200264
Nannonatto	Farmer selection
Nathan	King Agro Inc., PVP 8700191
NC 97-61	U.S. Department of Agriculture/Agriculture Research Service and N.C. Agriculture Research Service, PVP 200100220
NC ROY	F6, CV-504
NC-Burton	Conv., Diversity
NC-Dunphy	PVP 201200307
NC-Roy	Presumably based on NC-Roy
NC-Roy RR	CV-503
NC-Tinius	Conv., 12.5% exotic from PI 416937
NCC01-69	F6, CV-504
NCC07-7961	Diversity
ND Benson	NDSU Research Foundation, PVP 201700086
ND Dickey	CV-517
ND01-1912	Rps6
ND01-4249	F4, CV-500
ND02-4166	Parentage conflict. NUST 2005
ND04-10046	NDSU Research Foundation, PVP 201200030
ND04-11421	Maybe a selection
ND06-25513	CV-516
ND09-4592	CV-517
ND10-4865	NDSU Research Foundation, PVP 201100097
ND11-19725	NDSU Research Foundation, PVP 201200030
ND14-8899	CV-516
ND2373	Re-coded from (F)
ND88-686	Full sib of Walsh
ND94-7784	Selection from Wilkin
ND95-931C RR	Parentage conflict. NUST 2012
ND95-955	Parentage conflict. NUST 2011
NE0900094	Syngenta Crop Protection AG, PVP 201300414
NE0912640	Syngenta Crop Protection AG, PVP 201300412
NE2802	NAM Strain
NE32022	Selection from MSBP1 population
NE3400	PVP 8000031
Nebsoy	Selection from Geden Shirazu
Nema Shirazu	introduction
NIAR 040303	Nidera S.A., PVP 200600252
NIDERA A 3289RG	Nidera S.A., PVP 200600247
NIDERA A 4209RG	Nidera S.A., PVP 200600251
NIDERA A 4613RG	Nidera S.A., PVP 200600243
NIDERA A 5009RG	Nidera S.A., PVP 200600249
NIDERA A 5485RG	Nidera S.A., PVP 200600248
NIDERA A 5543RG	Nidera S.A., PVP 200600250
Nile	High Protein/Diversity/12.5% Nakasennari
NLM09-52	High Protein x Diversity x 12.5% Nakasennari
NMS4-1-77	Diversity soja PI 366122
NMS4-1-83	Diversity soja PI 366122
NMS4-175-709	HI PROTEIN  29% SNP SOJA, Soja PI
NMS4-19-243	Diversity
NMS4-52-390	25% SNP SOJA, Soja PI
NMS4-6-10	(50% exotic pedigree), G. soja PI
NMS5-101-2-203	40% SNP SOJA PI 366122, G. soja PI
NMS5-111-6	DIV (50% exotic pedigree)
NMS5-48-2-75	Introduction; Sochentze, Heilongjiang, CN, No PI number
No. 171	Introduction; Collected in France
Noir 1	Noir 1 subline
Norman	NDSU Research Foundation, PVP 200200263
Norpro	unknown (from a farmer in Minnesota)
Northrup King S24-92	PVP 200000234
Northrup King S42-32	PVP 9900315
Northrup King S43-B5	PVP 9300018
Northrup King S46-44	PVP 9200112
Ns-Kasna	F4, Conv., Diversity-Protein, 12.5% exotic
NSTPR14-353	F4, Conv., Diversity-Protein, 12.5% exotic
NSTPR14-358	F4, Conv., Diversity-Protein, 12.5% exotic
NSTPR14-407	F4, Conv., Diversity-Protein, 12.5% exotic
NSTPR14-446	F4, Conv., Diversity-Protein, 12.5% exotic
NSTPR14-478	F4, Conv., Diversity-Protein, 12.5% exotic
NU9401	Selection from Pagoda
O-17	Selection from Manchu
O50-11	Presumably Madarin (Ottawa)
O51-318	Presumably Madarin (Ottawa)
O52-793	Sel. 753-1 S.A. Holmberg same as PI 194654
O57-2921	Farmer selection from O57-2921
O57-2921-M	Farmer selection from O57-2921
O57-2921-O	Selection from PI 180501 in Germany ca. 1949
OAC 00-33	OAC Klondike
OAC 20-20C	Selection from Habaro
OAC97-07	Illinois Foundation Seeds, Inc., PVP 8600013
Oak	PVP 7900062
OHFG5	PVP 9500038
Ohio FG1	Ohio Agricultural Research and Development Center, Ohio State University, PVP 9500039
Ohio FG2	Ohio Agricultural Research and Development Center, PVP 200200089
OHIO FG3	CV048
OK88-5420	Confilicting parentage, maybe Essex x Sohoma
OK963	Introduction
Oku Shirome	Saga Prefectural Regional Industry Support Center, PVP 200600261
OLERICHI50	PVP 9800359
Olympus	Introduction
ORC9205	CV-495, PVP 200800001
OT80-1	PI 196491 (Fiskeby III sib)
OT80-16	Parentage conflict. dx.doi.org/10.4141/P98-046 Can. J. Plant Sci. 1999, 79(1):111-112
OT88-8	Selection from AC Proteus
OT99-2	no previous name; Selection from an introduction, Released 1918
Otootan	Rogue selection from Chippewa
Ottawa	Selection from Mandarin ca. 1929
OW0902053	Syngenta Crop Protection AG, PVP 201200376
OW0912575	Syngenta Crop Protection AG, PVP 201300421
OW0913200	Syngenta Crop Protection AG, PVP 201300410
OW1011073	Syngenta Crop Protection AG, PVP 201300422
OW1011829	Syngenta Crop Protection AG, PVP 201300391
OW1012750	Syngenta Crop Protection AG, PVP 201300392
OW1012936	Syngenta Crop Protection AG, PVP 201300420
OW1012939	Syngenta Crop Protection AG, PVP 201300396
OW1012976	Syngenta Crop Protection AG, PVP 201300411
OW1113014	Syngenta Crop Protection AG, PVP 201400276
OW1113707	Syngenta Crop Protection AG, PVP 201400277
OW1117105	Syngenta Crop Protection AG, PVP 201400278
OW1117461	Syngenta Crop Protection AG, PVP 201400279
OW1119015	Virginia State University and U.S. Government, as represented by the Secretary of Agriculture, PVP 200300250
OX752	PVP 9100173
OX93329-7	Selection from Rps8 line from Ohio
OXR961095	PVP200400095
Ozark	Presumably based on Ozark
Ozark RR2Y	PVP 8400052
P00048	Pioneer Hi-Bred International, Inc., PVP 201700258
P0007A43R	Pioneer Hi-Bred International, Inc., PVP 201700257
P00115	Pioneer Hi-Bred International, Inc., PVP 201200174
P001T34R	Pioneer Hi-Bred International, Inc., PVP 201700255
P002A63R	Pioneer Hi-Bred International, Inc., PVP 201200173
P002T04R	Pioneer Hi-Bred International, Inc., PVP 201600221
P005T13R	Pioneer Hi-Bred International, Inc., PVP 201600219
P006T46R	Pioneer Hi-Bred International, Inc., PVP 201500122
P006T78R	Pioneer Hi-Bred International, Inc., PVP 201700256
P007A90R	Monsanto Technology, LLC, PVP 201400097
P008T22R2	Pioneer Hi-Bred International, Inc., PVP 201200177
P008T57R	Pioneer Hi-Bred International, Inc., PVP 201200179
P008T70R	Pioneer Hi-Bred International, Inc., PVP 201200178
P02-60	Pioneer Hi-Bred International, Inc., PVP 201500123
P02T54R	Monsanto Technology, LLC, PVP 201400096
P03T68R2	Pioneer Hi-Bred International, Inc., PVP 201700253
P04A60R	Pioneer Hi-Bred International, Inc., PVP 201200180
P05T24R	Pioneer Hi-Bred International, Inc., PVP 201700254
P06A13R	Pioneer Hi-Bred International, Inc., PVP 201300207
P06T28R	Pioneer Hi-Bred International, Inc., PVP 201200181
P06T64R	Pioneer Hi-Bred International, Inc., PVP 201600227
P08T20	Pioneer Hi-Bred International, Inc., PVP 201500124
P08T36R	Monsanto Technology, LLC, PVP 201600200
P08T58X	Pioneer Hi-Bred International, Inc., PVP 201600220
P08T96R	Monsanto Technology, LLC, PVP 201600198
P09T29X	Monsanto Technology, LLC, PVP 201500125
P1	Monsanto Technology, LLC, PVP 201600196
P10T41X	Pioneer Hi-Bred International, Inc., PVP 201600226
P10T48R	Pioneer Hi-Bred International, Inc., PVP 201200184
P10T91R	Pioneer Hi-Bred International, Inc., PVP 201300213
P12T82R	Monsanto Technology, LLC, PVP 201500126
P15T46R2	Pioneer Hi-Bred International, Inc., PVP 201300216
P15T83R	Pioneer Hi-Bred International, Inc., PVP 201200189
P16T04R	Monsanto Technology, LLC, PVP 201500127
P18T26R2	Pioneer Hi-Bred International, Inc., PVP 201500128
P18T31R	Pioneer Hi-Bred International, Inc., PVP 201600211
P18T85R	Pioneer Hi-Bred International, Inc., PVP 201200200
P19T01R	Monsanto Technology, LLC, PVP 201600189
P19T55X	Pioneer Hi-Bred International, Inc., PVP 201200191
P19T60R	Pioneer Hi-Bred International, Inc., PVP 201500129
P19T78R	Pioneer Hi-Bred International, Inc., PVP 201600190
P20T53PR	Monsanto Technology, LLC, PVP 201600199
P21T89X	Pioneer Hi-Bred International, Inc., PVP 201200193
P21T97R	Monsanto Technology, LLC, PVP 201600191
P22T24X	Pioneer Hi-Bred International, Inc., PVP 201200194
P22T69R	Pioneer Hi-Bred International, Inc., PVP 201500130
P22T73R	Pioneer Hi-Bred International, Inc., PVP 201300223
P24T05R	Pioneer Hi-Bred International, Inc., PVP 201200197
P24T19R	Monsanto Technology, LLC, PVP 201600182
P24T84X	Pioneer Hi-Bred International, Inc., PVP 201500131
P24T93R	Pioneer Hi-Bred International, Inc., PVP 201700259
P25A65R	Pioneer Hi-Bred International, Inc., PVP 201200214
P25T51R	Pioneer Hi-Bred International, Inc., PVP 201200202
P26T76R	Pioneer Hi-Bred International, Inc., PVP 201600222
P27T03R	Pioneer Hi-Bred International, Inc., PVP 201300225
P27T47R	Pioneer Hi-Bred International, Inc., PVP 201600224
P27T59R	Pioneer Hi-Bred International, Inc., PVP 201600179
P27T91PR	Pioneer Hi-Bred International, Inc., PVP 201500133
P28T08R	Pioneer Hi-Bred International, Inc., PVP 201200217
P28T33R	Pioneer Hi-Bred International, Inc., PVP 201600106
P28T62R	Monsanto Technology, LLC, PVP 201500134
P28T71X	Pioneer Hi-Bred International, Inc., PVP 201500135
P29T40PR	Pioneer Hi-Bred International, Inc., PVP 201600223
P29T50	Pioneer Hi-Bred International, Inc., PVP 201200288
P29T68PR	Pioneer Hi-Bred International, Inc., PVP 201200219
P29T98R	Monsanto Technology LLC, PVP 201500136
P31T38X	Monsanto Technology, LLC, PVP 201500137
P31T52X	Pioneer Hi-Bred International, Inc., PVP 201500138
P31T77R	Pioneer Hi-Bred International, Inc., PVP 201500139
P32T16R	Monsanto Technology, LLC, PVP 201600180
P32T31X	Pioneer Hi-Bred International, Inc., PVP 201500140
P32T49PR	Pioneer Hi-Bred International, Inc., PVP 201600172
P32T64PR	Pioneer Hi-Bred International, Inc., PVP 201200289
P32T80PR	Monsanto Technology, LLC, PVP 201600170
P33T19X	Pioneer Hi-Bred International, Inc., PVP 201300235
P33T72R	Pioneer Hi-Bred International, Inc., PVP 201200223
P33T89R	Pioneer Hi-Bred International, Inc., PVP 201600216
P34T23R	Monsanto Technology, LLC, PVP 201500141
P35T27X	Pioneer Hi-Bred International, Inc., PVP 201200226
P35T58R	Monsanto Technology, LLC, PVP 201600165
P35T75X	Monsanto Technology, LLC, PVP 201500143
P36T14R2	Monsanto Technology, LLC, PVP 201600166
P36T36X	Pioneer Hi-Bred International, Inc., PVP 201500144
P36T86R	Monsanto Technology, LLC, PVP 201600171
P37T32X	Pioneer Hi-Bred International, Inc., PVP 201600164
P37T51PR	Monsanto Technology, LLC, PVP 201500145
P37T92X	Monsanto Technology, LLC, PVP 201500146
P38T20X	Pioneer Hi-Bred International, Inc., PVP 201600217
P38T42R	Monsanto Technology, LLC, PVP 201500147
P39T03X	Monsanto Technology, LLC, PVP 201600175
P39T28X	Pioneer Hi-Bred International, Inc., PVP 201200230
P39T67R	Monsanto Technology, LLC, PVP 201600183
P39T95X	Pioneer Hi-Bred International, Inc., PVP 7200074
P4	Monsanto Technology, LLC, PVP 201500148
P40T26X	Pioneer Hi-Bred International, Inc., PVP 201500149
P40T55PR	Monsanto Technology, LLC, PVP 201600184
P40T84X	Pioneer Hi-Bred International, Inc., PVP 201500150
P41T33R	Introduction; Inported from China
P449	Pioneer Hi-Bred International, Inc., PVP 201200232
P44T63R	Pioneer Hi-Bred International, Inc., PVP 201200237
P44T82SR	Pioneer Hi-Bred International, Inc., PVP 201500151
P45T48R	Monsanto Technology, LLC, PVP 201600178
P45T74X	Pioneer Hi-Bred International, Inc., PVP 201500152
P46T01R	Pioneer Hi-Bred International, Inc., PVP 201200233
P46T21R	Monsanto Technology, LLC, PVP 201500153
P46T30X	Pioneer Hi-Bred International, Inc., PVP 201500154
P46T59R	Monsanto Technology, LLC, PVP 201600174
P47T06X	Pioneer Hi-Bred International, Inc., PVP 201200239
P47T36R	Monsanto Technology, LLC, PVP 201500155
P47T44X	Monsanto Technology, LLC, PVP 201600177
P48T27X	Pioneer Hi-Bred International, Inc., PVP 201200240
P48T53R	Pioneer Hi-Bred International, Inc., PVP 201500156
P49T09BR	Pioneer Hi-Bred International, Inc., PVP 201200238
P49T24SR	Pioneer Hi-Bred International, Inc., PVP 201200241
P49T80R	Pioneer Hi-Bred International, Inc., PVP 201200243
P5096-03D	Pioneer Hi-Bred International, Inc., PVP 201500157
P50T15BR	Pioneer Hi-Bred International, Inc., PVP 201200250
P50T40R	Monsanto Technology, LLC, PVP 201600169
P50T56X	Pioneer Hi-Bred International, Inc., PVP 201200251
P50T64R	Monsanto Technology, LLC, PVP 201600167
P50T92X	Monsanto Technology, LLC, PVP 201500158
P53T18X	Pioneer Hi-Bred International, Inc., PVP 201200253
P54T94R	Pioneer Hi-Bred International, Inc., PVP 201200254
P55T57R	Pioneer Hi-Bred International, Inc., PVP 201600214
P55T81R	Pioneer Hi-Bred International, Inc., PVP 201500159
P56T12SR	Monsanto Technology, LLC, PVP 201500160
P6	Monsanto Technology, LLC, PVP 201600168
P71-39	Monsanto Technology, LLC, PVP 201500161
PA4-11g1	Forage type from Devine
Pagoda	Presumably based on Pagoda
Pagoda 2	Presumably based on Pagoda
Pagoda 25	Selection from PI 71587, Jiangsu, China
Pana	Introduction; South Korea
Pando	PVP 9200244
Parker	Selection from PI
PE8015767	PVP 9400200
Pearl	Introduction; Which Peking was not specified
Peking	Shariin 1932
Pelican #2	PVP 8000063
Pella 86	NDSU Research Foundation, PVP 200500169
Pembina	Rogue selection from Manchuria 13177
Pennsoy	PVP 8700164
Perry	PVP 8500067
Peterson 1677	Pioneer Hi-Bred International, Inc., PVP 7200075
Peterson 56-23	PVP 7300065
Peterson 85	Pioneer Hi-Bred International, Inc., PVP 7200076
Pharaoh	Pioneer Hi-Bred International, Inc., PVP 8700100
PI 073587	Introduction; May also be PI 091730, Lilin China
PI 091730 -1	Introduction; Manchuria
PI 103419	Introduction; Received as PIO Soja max
PI 104881	Introduction; Collected in Myanmar ca. 1937
PI 123440	Introduction; Netherlands ca. 1934
PI 132207	Introduction; From Belgium ca 1946
PI 153293	Introduction; From Belgium ca. 1946
PI 153296	Introduction; South Korea
PI 157440	Introduction; South Korea
PI 157483	Not in GRIN
PI 159025	Introduction; Developed in 1934 in South Africa
PI 159319	Not in GRIN
PI 1594166	Introduction; Lima, Peru ca. 1947
PI 159925	PI resolves to Sorghum
PI 168508	Introduction; Shaanxi, CN ca. 1948
PI 171442	Introduction; Jiangsu, CN ca.1948
PI 171445	Introduction; Kagoshima, JP ca. 1948
PI 171450	Introduction; Received Ca. 1948, Kanagawa Japan
PI 171451	Introduction; Beijing, CN ca.1949
PI 179826	Introduction; From Germany 1949
PI 180501	Introduction; Japan ca. 1949
PI 181537	Introduction; Japan ca. 1949
PI 181550	Introduction; Japan ca. 1950
PI 187155	Introduction; France ca. 1950
PI 189930	Introduction; France ca. 1950
PI 189950	Introduction; Liaoning, CN
PI 19186	Sweden ca. 1951
PI 194633	From Sweden ca. 1951; A. Holmberg and Sons
PI 194644	Introduction; From Sweden ca. 1951; A. Holmberg and Sons
PI 194645	From Sweden ca. 1951; A. Holmberg and Sons
PI 194654	Introduction; Japan ca. 1951
PI 196163	Introduction; S. Korea ca. 1951
PI 196176	Introduction; S. Korea ca. 1951
PI 196177	Introduction; From Sweden ca. 1951; A. Holmberg and Sons
PI 196491	Introduction; Kagawa Japan ca. 1952
PI 200492	Introduction; Japan 1952
PI 200508	Introduction; Kagawa Japan
PI 200538	Introduction; Khaborovsk, Russian Federation ca. 1906
PI 20405	Introduction; Shanghai, CN ca. 1907
PI 20798	Introduction; Hokkaido, Japan ca. 1953
PI 221717	Introduction; Hokkaido, Japan ca. 1955
PI 227328	Introduction; Hokkaido, Japan ca. 1955
PI 227333	Introduction; Japan ca. 1955
PI 227557	Introduction; Okinawa, Japan Ca. 1955
PI 227687	Not in GRIN
PI 229332	Introduction; Tokyo Japan ca. 1955
PI 22S06-1364043	Introduction; Collected in Japan ca. 1956
PI 230970	Introduction; Tokyo Japan ca. 1956
PI 230977	Introduction; Zhejiang China ca. 1908
PI 23211	Introduction; Introduced from Luzon, Phillippines 1957
PI 240664	Introduction; From Serbia 1958
PI 248404	Introduction; Serbia ca. 1958
PI 248406	Introduction; China ca. 1958
PI 253665 D	Introduction; N. Rhine-Westphalia Germany
PI 257435	N. Rhine-Westphalia, Germany ca. 1959; Max Planck Inst.
PI 257436	Introduction; Hyogo, Japan ca.1959
PI 261467	Introduction; Manchuria, China ca. 1959
PI 261475	Introduction; Seoul, S. Korea ca. 1961
PI 273483	Introduction; Miyagi, Japan 1961
PI 274421	Introduction; Collected in District of Columbia, USA ca. 1910
